Grains | Cretaceous | TimSub | The age of this deep water Grains is considered to be Cretaceous
Intrasparrudite | Aragonite | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Aragonite
Intrasparrudite | Dolomite | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Dolomite
Intrasparrudite | Nonplanar | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Nonplanar
Intrasparrudite | Planar | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Planar
Intrasparrudite | Crystalline | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Crystalline
Intrasparrudite | Crystallization | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Crystallization
Intrasparrudite | Euhedral | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Euhedral
Intrasparrudite | Subhedral | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Subhedral
Intrasparrudite | Anhedral | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Anhedral
Intrasparrudite | Crystal | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Crystal
Intrasparrudite | Crystalline | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Crystalline
Intrasparrudite | Aphanocrystalline | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Aphanocrystalline
Intrasparrudite | Crystallization | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Crystallization
Intrasparrudite | Equigranular | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Equigranular
Intrasparrudite | Inequigranular | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Inequigranular
Intrasparrudite | Porphyrotopic | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Porphyrotopic
Intrasparrudite | Poikilotopic | property | Intrasparrudite proprium Metoicoceras gesliniamim Ammonite Poikilotopic
Oosparrudite | Cement | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Cement
Oosparrudite | Acicular | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Acicular
Oosparrudite | Fibrous | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Fibrous
Oosparrudite | Botryoidal | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Botryoidal
Oosparrudite | Radiaxial | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Radiaxial
Oosparrudite | Bladed | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Bladed
Oosparrudite | Dripstone | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Dripstone
Oosparrudite | Meniscus | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Meniscus
Oosparrudite | Drusy | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Drusy
Oosparrudite | Granular | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Granular
Oosparrudite | Blocky | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Blocky
Oosparrudite | Syntaxial | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Syntaxial
Oosparrudite | Peloidal | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Peloidal
Oosparrudite | Microcrystalline | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Microcrystalline
Oosparrudite | Micrite | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Micrite
Oosparrudite | Cement | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Cement
Oosparrudite | Calcite | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Calcite
Oosparrudite | Dolomite | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Dolomite
Oosparrudite | Aragonite | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Aragonite
Oosparrudite | Dolomite | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Dolomite
Oosparrudite | Nonplanar | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Nonplanar
Oosparrudite | Planar | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Planar
Oosparrudite | Crystalline | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Crystalline
Oosparrudite | Crystallization | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Crystallization
Oosparrudite | Euhedral | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Euhedral
Oosparrudite | Subhedral | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Subhedral
Oosparrudite | Anhedral | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Anhedral
Oosparrudite | Crystal | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Crystal
Oosparrudite | Crystalline | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Crystalline
Oosparrudite | Aphanocrystalline | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Aphanocrystalline
Oosparrudite | Crystallization | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Crystallization
Oosparrudite | Equigranular | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Equigranular
Oosparrudite | Inequigranular | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Inequigranular
Oosparrudite | Porphyrotopic | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Porphyrotopic
Oosparrudite | Poikilotopic | property | Oosparrudite proprium Metoicoceras gesliniamim Ammonite Poikilotopic
Biosparrudite | Cement | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Cement
Biosparrudite | Acicular | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Acicular
Biosparrudite | Fibrous | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Fibrous
Biosparrudite | Botryoidal | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Botryoidal
Biosparrudite | Radiaxial | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Radiaxial
Biosparrudite | Bladed | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Bladed
Biosparrudite | Dripstone | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Dripstone
Biosparrudite | Meniscus | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Meniscus
Biosparrudite | Drusy | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Drusy
Biosparrudite | Granular | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Granular
Biosparrudite | Blocky | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Blocky
Biosparrudite | Syntaxial | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Syntaxial
Biosparrudite | Peloidal | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Peloidal
Biosparrudite | Microcrystalline | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Microcrystalline
Biosparrudite | Micrite | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Micrite
Biosparrudite | Cement | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Cement
Biosparrudite | Calcite | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Calcite
Biosparrudite | Dolomite | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Dolomite
Biosparrudite | Aragonite | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Aragonite
Biosparrudite | Dolomite | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Dolomite
Biosparrudite | Nonplanar | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Nonplanar
Biosparrudite | Planar | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Planar
Biosparrudite | Crystalline | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Crystalline
Biosparrudite | Crystallization | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Crystallization
Biosparrudite | Euhedral | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Euhedral
Biosparrudite | Subhedral | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Subhedral
Biosparrudite | Anhedral | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Anhedral
Biosparrudite | Crystal | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Crystal
Biosparrudite | Crystalline | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Crystalline
Biosparrudite | Aphanocrystalline | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Aphanocrystalline
Biosparrudite | Crystallization | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Crystallization
Biosparrudite | Equigranular | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Equigranular
Biosparrudite | Inequigranular | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Inequigranular
Biosparrudite | Porphyrotopic | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Porphyrotopic
Biosparrudite | Poikilotopic | property | Biosparrudite proprium Metoicoceras gesliniamim Ammonite Poikilotopic
Sparite | Cement | property | Sparite proprium Metoicoceras gesliniamim Ammonite Cement
Sparite | Acicular | property | Sparite proprium Metoicoceras gesliniamim Ammonite Acicular
Sparite | Fibrous | property | Sparite proprium Metoicoceras gesliniamim Ammonite Fibrous
Sparite | Botryoidal | property | Sparite proprium Metoicoceras gesliniamim Ammonite Botryoidal
Sparite | Radiaxial | property | Sparite proprium Metoicoceras gesliniamim Ammonite Radiaxial
Sparite | Bladed | property | Sparite proprium Metoicoceras gesliniamim Ammonite Bladed
Sparite | Dripstone | property | Sparite proprium Metoicoceras gesliniamim Ammonite Dripstone
Sparite | Meniscus | property | Sparite proprium Metoicoceras gesliniamim Ammonite Meniscus
Sparite | Drusy | property | Sparite proprium Metoicoceras gesliniamim Ammonite Drusy
Sparite | Granular | property | Sparite proprium Metoicoceras gesliniamim Ammonite Granular
Sparite | Blocky | property | Sparite proprium Metoicoceras gesliniamim Ammonite Blocky
Sparite | Syntaxial | property | Sparite proprium Metoicoceras gesliniamim Ammonite Syntaxial
Sparite | Peloidal | property | Sparite proprium Metoicoceras gesliniamim Ammonite Peloidal
Sparite | Microcrystalline | property | Sparite proprium Metoicoceras gesliniamim Ammonite Microcrystalline
Sparite | Micrite | property | Sparite proprium Metoicoceras gesliniamim Ammonite Micrite
Sparite | Cement | property | Sparite proprium Metoicoceras gesliniamim Ammonite Cement
Sparite | Calcite | property | Sparite proprium Metoicoceras gesliniamim Ammonite Calcite
Sparite | Dolomite | property | Sparite proprium Metoicoceras gesliniamim Ammonite Dolomite
Sparite | Aragonite | property | Sparite proprium Metoicoceras gesliniamim Ammonite Aragonite
Sparite | Dolomite | property | Sparite proprium Metoicoceras gesliniamim Ammonite Dolomite
Sparite | Nonplanar | property | Sparite proprium Metoicoceras gesliniamim Ammonite Nonplanar
Sparite | Planar | property | Sparite proprium Metoicoceras gesliniamim Ammonite Planar
Sparite | Crystalline | property | Sparite proprium Metoicoceras gesliniamim Ammonite Crystalline
Sparite | Crystallization | property | Sparite proprium Metoicoceras gesliniamim Ammonite Crystallization
Sparite | Euhedral | property | Sparite proprium Metoicoceras gesliniamim Ammonite Euhedral
Sparite | Subhedral | property | Sparite proprium Metoicoceras gesliniamim Ammonite Subhedral
Sparite | Anhedral | property | Sparite proprium Metoicoceras gesliniamim Ammonite Anhedral
Sparite | Crystal | property | Sparite proprium Metoicoceras gesliniamim Ammonite Crystal
Sparite | Crystalline | property | Sparite proprium Metoicoceras gesliniamim Ammonite Crystalline
Sparite | Aphanocrystalline | property | Sparite proprium Metoicoceras gesliniamim Ammonite Aphanocrystalline
Sparite | Crystallization | property | Sparite proprium Metoicoceras gesliniamim Ammonite Crystallization
Sparite | Equigranular | property | Sparite proprium Metoicoceras gesliniamim Ammonite Equigranular
Sparite | Inequigranular | property | Sparite proprium Metoicoceras gesliniamim Ammonite Inequigranular
Sparite | Porphyrotopic | property | Sparite proprium Metoicoceras gesliniamim Ammonite Porphyrotopic
Sparite | Poikilotopic | property | Sparite proprium Metoicoceras gesliniamim Ammonite Poikilotopic
Intrasparite | Cement | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Cement
Intrasparite | Acicular | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Acicular
Intrasparite | Fibrous | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Fibrous
Intrasparite | Botryoidal | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Botryoidal
Intrasparite | Radiaxial | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Radiaxial
Intrasparite | Bladed | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Bladed
Intrasparite | Dripstone | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Dripstone
Intrasparite | Meniscus | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Meniscus
Intrasparite | Drusy | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Drusy
Intrasparite | Granular | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Granular
Intrasparite | Blocky | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Blocky
Intrasparite | Syntaxial | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Syntaxial
Intrasparite | Peloidal | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Peloidal
Intrasparite | Microcrystalline | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Microcrystalline
Intrasparite | Micrite | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Micrite
Intrasparite | Cement | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Cement
Intrasparite | Calcite | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Calcite
Intrasparite | Dolomite | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Dolomite
Intrasparite | Aragonite | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Aragonite
Intrasparite | Dolomite | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Dolomite
Intrasparite | Nonplanar | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Nonplanar
Intrasparite | Planar | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Planar
Intrasparite | Crystalline | property | Intrasparite proprium Metoicoceras gesliniamim Ammonite Crystalline
